Player Name1,Venue,avg_batting_points,avg_bowling_points
CH Gayle,Arun Jaitley Stadium,131.0,131.0
CH Gayle,Brabourne Stadium,67.5,67.5
CH Gayle,Buffalo Park,24.5,24.5
CH Gayle,Dubai International Cricket Stadium,47.0,47.0
CH Gayle,Eden Gardens,74.13333333333334,74.13333333333334
CH Gayle,Feroz Shah Kotla,66.55555555555556,66.55555555555556
CH Gayle,Himachal Pradesh Cricket Association Stadium,1.5,1.5
CH Gayle,Holkar Cricket Stadium,44.75,44.75
CH Gayle,JSCA International Stadium Complex,66.0,66.0
CH Gayle,Kingsmead,37.5,37.5
CH Gayle,M Chinnaswamy Stadium,58.10909090909091,58.10909090909091
CH Gayle,M.Chinnaswamy Stadium,27.5,27.5
CH Gayle,MA Chidambaram Stadium,9.0,9.0
CH Gayle,"MA Chidambaram Stadium, Chepauk",51.125,51.125
CH Gayle,"MA Chidambaram Stadium, Chepauk, Chennai",51.0,51.0
CH Gayle,Maharashtra Cricket Association Stadium,26.5,26.5
CH Gayle,"Narendra Modi Stadium, Ahmedabad",36.333333333333336,36.333333333333336
CH Gayle,Newlands,33.25,33.25
CH Gayle,Punjab Cricket Association IS Bindra Stadium,91.75,91.75
CH Gayle,"Punjab Cricket Association Stadium, Mohali",57.333333333333336,57.333333333333336
CH Gayle,Rajiv Gandhi International Stadium,23.5,23.5
CH Gayle,"Rajiv Gandhi International Stadium, Uppal",45.0,45.0
CH Gayle,"Sardar Patel Stadium, Motera",38.0,38.0
CH Gayle,Saurashtra Cricket Association Stadium,151.0,151.0
CH Gayle,Sawai Mansingh Stadium,63.833333333333336,63.833333333333336
CH Gayle,Shaheed Veer Narayan Singh International Stadium,28.0,28.0
CH Gayle,Sharjah Cricket Stadium,70.0,70.0
CH Gayle,Sheikh Zayed Stadium,65.66666666666667,65.66666666666667
CH Gayle,St George's Park,12.25,12.25
CH Gayle,Subrata Roy Sahara Stadium,59.333333333333336,59.333333333333336
CH Gayle,Wankhede Stadium,58.0,58.0
CH Gayle,"Wankhede Stadium, Mumbai",35.666666666666664,35.666666666666664
CH Gayle,"Zayed Cricket Stadium, Abu Dhabi",1.0,1.0
CH Morris,Arun Jaitley Stadium,16.2,16.2
CH Morris,"Arun Jaitley Stadium, Delhi",70.5,70.5
CH Morris,Brabourne Stadium,48.5,48.5
CH Morris,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,41.6,41.6
CH Morris,Dubai International Cricket Stadium,34.77777777777778,34.77777777777778
CH Morris,Eden Gardens,26.3,26.3
CH Morris,Feroz Shah Kotla,45.375,45.375
CH Morris,M Chinnaswamy Stadium,3.5,3.5
CH Morris,M.Chinnaswamy Stadium,33.6,33.6
CH Morris,MA Chidambaram Stadium,15.0,15.0
CH Morris,"MA Chidambaram Stadium, Chepauk",26.75,26.75
CH Morris,Maharashtra Cricket Association Stadium,27.0,27.0
CH Morris,Punjab Cricket Association IS Bindra Stadium,40.5,40.5
CH Morris,"Punjab Cricket Association IS Bindra Stadium, Mohali",22.5,22.5
CH Morris,"Punjab Cricket Association Stadium, Mohali",60.0,60.0
CH Morris,Rajiv Gandhi International Stadium,45.5,45.5
CH Morris,"Rajiv Gandhi International Stadium, Uppal",70.0,70.0
CH Morris,"Sardar Patel Stadium, Motera",36.2,36.2
CH Morris,Saurashtra Cricket Association Stadium,33.0,33.0
CH Morris,Sawai Mansingh Stadium,23.5,23.5
CH Morris,Shaheed Veer Narayan Singh International Stadium,37.5,37.5
CH Morris,Sharjah Cricket Stadium,24.857142857142858,24.857142857142858
CH Morris,Sheikh Zayed Stadium,18.2,18.2
CH Morris,Subrata Roy Sahara Stadium,57.0,57.0
CH Morris,Wankhede Stadium,41.0,41.0
CH Morris,"Wankhede Stadium, Mumbai",42.77777777777778,42.77777777777778
CJ Anderson,Barabati Stadium,28.0,28.0
CJ Anderson,Brabourne Stadium,18.0,18.0
CJ Anderson,Dubai International Cricket Stadium,26.6,26.6
CJ Anderson,Eden Gardens,38.75,38.75
CJ Anderson,Feroz Shah Kotla,25.363636363636363,25.363636363636363
CJ Anderson,Green Park,6.5,6.5
CJ Anderson,M.Chinnaswamy Stadium,17.25,17.25
CJ Anderson,Maharashtra Cricket Association Stadium,2.0,2.0
CJ Anderson,"Punjab Cricket Association IS Bindra Stadium, Mohali",24.0,24.0
CJ Anderson,"Rajiv Gandhi International Stadium, Uppal",7.0,7.0
CJ Anderson,"Sardar Patel Stadium, Motera",51.5,51.5
CJ Anderson,Sharjah Cricket Stadium,24.0,24.0
CJ Anderson,Sheikh Zayed Stadium,2.5,2.5
CJ Anderson,Wankhede Stadium,34.916666666666664,34.916666666666664
CJ Dala,Arun Jaitley Stadium,3.0,3.0
CJ Ferguson,Dr DY Patil Sports Academy,19.5,19.5
CJ Ferguson,"Punjab Cricket Association Stadium, Mohali",6.0,6.0
CJ Ferguson,"Rajiv Gandhi International Stadium, Uppal",27.0,27.0
CJ Ferguson,Sawai Mansingh Stadium,31.0,31.0
CJ Ferguson,Subrata Roy Sahara Stadium,7.5,7.5
CJ Ferguson,Wankhede Stadium,16.0,16.0
CJ Green,Sheikh Zayed Stadium,6.0,6.0
CJ Jordan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1.0,1.0
CJ Jordan,"Brabourne Stadium, Mumbai",50.0,50.0
CJ Jordan,"Dr DY Patil Sports Academy, Mumbai",3.0,3.0
CJ Jordan,Dubai International Cricket Stadium,33.25,33.25
CJ Jordan,Eden Gardens,4.0,4.0
CJ Jordan,M Chinnaswamy Stadium,41.333333333333336,41.333333333333336
CJ Jordan,"MA Chidambaram Stadium, Chepauk, Chennai",22.0,22.0
CJ Jordan,"Maharashtra Cricket Association Stadium, Pune",-3.0,-3.0
CJ Jordan,"Narendra Modi Stadium, Ahmedabad",17.857142857142858,17.857142857142858
CJ Jordan,Punjab Cricket Association IS Bindra Stadium,10.0,10.0
CJ Jordan,"Punjab Cricket Association IS Bindra Stadium, Mohali",-4.0,-4.0
CJ Jordan,Shaheed Veer Narayan Singh International Stadium,36.0,36.0
CJ Jordan,Sharjah Cricket Stadium,45.5,45.5
CJ Jordan,Sheikh Zayed Stadium,21.75,21.75
CJ Jordan,"Wankhede Stadium, Mumbai",21.0,21.0
CJ McKay,"Punjab Cricket Association Stadium, Mohali",34.0,34.0
CJ McKay,Wankhede Stadium,6.5,6.5
CK Kapugedera,Dr DY Patil Sports Academy,8.0,8.0
CK Kapugedera,Feroz Shah Kotla,1.0,1.0
CK Kapugedera,"MA Chidambaram Stadium, Chepauk",0.0,0.0
CK Kapugedera,Wankhede Stadium,-3.0,-3.0
CK Langeveldt,Dr DY Patil Sports Academy,60.0,60.0
CK Langeveldt,Eden Gardens,37.0,37.0
CK Langeveldt,Feroz Shah Kotla,26.0,26.0
CK Langeveldt,Himachal Pradesh Cricket Association Stadium,32.5,32.5
CK Langeveldt,Kingsmead,101.0,101.0
CK Langeveldt,M Chinnaswamy Stadium,63.0,63.0
CK Langeveldt,Sawai Mansingh Stadium,38.0,38.0
CL White,Barabati Stadium,45.333333333333336,45.333333333333336
CL White,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29.333333333333332,29.333333333333332
CL White,Eden Gardens,54.0,54.0
CL White,Feroz Shah Kotla,21.6,21.6
CL White,Himachal Pradesh Cricket Association Stadium,15.0,15.0
CL White,M Chinnaswamy Stadium,28.77777777777778,28.77777777777778
CL White,"MA Chidambaram Stadium, Chepauk",47.75,47.75
CL White,Maharashtra Cricket Association Stadium,0.0,0.0
CL White,Nehru Stadium,49.0,49.0
CL White,"Punjab Cricket Association Stadium, Mohali",37.75,37.75
CL White,"Rajiv Gandhi International Stadium, Uppal",21.23076923076923,21.23076923076923
CL White,Sawai Mansingh Stadium,14.0,14.0
CL White,Subrata Roy Sahara Stadium,144.0,144.0
CL White,"Vidarbha Cricket Association Stadium, Jamtha",4.0,4.0
CL White,Wankhede Stadium,38.5,38.5
CM Gautam,Barabati Stadium,12.0,12.0
CM Gautam,Dubai International Cricket Stadium,9.5,9.5
CM Gautam,Himachal Pradesh Cricket Association Stadium,20.0,20.0
CM Gautam,"MA Chidambaram Stadium, Chepauk",4.0,4.0
CM Gautam,"Rajiv Gandhi International Stadium, Uppal",1.0,1.0
CM Gautam,Sawai Mansingh Stadium,2.0,2.0
CM Gautam,Sharjah Cricket Stadium,34.0,34.0
CM Gautam,Sheikh Zayed Stadium,11.0,11.0
CM Gautam,Subrata Roy Sahara Stadium,48.0,48.0
CM Gautam,Wankhede Stadium,44.666666666666664,44.666666666666664
CR Brathwaite,Eden Gardens,13.375,13.375
CR Brathwaite,Feroz Shah Kotla,44.2,44.2
CR Brathwaite,Green Park,24.5,24.5
CR Brathwaite,M Chinnaswamy Stadium,29.0,29.0
CR Brathwaite,M.Chinnaswamy Stadium,-2.0,-2.0
CR Brathwaite,"Punjab Cricket Association IS Bindra Stadium, Mohali",11.5,11.5
CR Brathwaite,Rajiv Gandhi International Stadium,29.5,29.5
CR Brathwaite,Shaheed Veer Narayan Singh International Stadium,36.0,36.0
CR Brathwaite,Wankhede Stadium,42.25,42.25
CR Woakes,Eden Gardens,42.45454545454545,42.45454545454545
CR Woakes,Feroz Shah Kotla,16.0,16.0
CR Woakes,M Chinnaswamy Stadium,33.0,33.0
CR Woakes,M.Chinnaswamy Stadium,22.2,22.2
CR Woakes,Maharashtra Cricket Association Stadium,-3.0,-3.0
CR Woakes,"Punjab Cricket Association IS Bindra Stadium, Mohali",39.5,39.5
CR Woakes,"Rajiv Gandhi International Stadium, Uppal",32.0,32.0
CR Woakes,Saurashtra Cricket Association Stadium,0.0,0.0
CR Woakes,Wankhede Stadium,22.75,22.75
CR Woakes,"Wankhede Stadium, Mumbai",45.5,45.5
CRD Fernando,Brabourne Stadium,56.0,56.0
CRD Fernando,Dr DY Patil Sports Academy,34.0,34.0
CRD Fernando,Eden Gardens,18.0,18.0
CRD Fernando,M Chinnaswamy Stadium,112.0,112.0
CRD Fernando,"Rajiv Gandhi International Stadium, Uppal",87.0,87.0
CRD Fernando,Sawai Mansingh Stadium,59.0,59.0
CRD Fernando,Wankhede Stadium,18.0,18.0
Chetan Sakariya,"Arun Jaitley Stadium, Delhi",12.0,12.0
Chetan Sakariya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",30.0,30.0
Chetan Sakariya,"Dr DY Patil Sports Academy, Mumbai",63.0,63.0
Chetan Sakariya,Dubai International Cricket Stadium,16.6,16.6
Chetan Sakariya,Sharjah Cricket Stadium,19.75,19.75
Chetan Sakariya,"Wankhede Stadium, Mumbai",32.0,32.0
Chetan Sakariya,"Zayed Cricket Stadium, Abu Dhabi",46.0,46.0
D Brevis,"Brabourne Stadium, Mumbai",65.0,65.0
D Brevis,"Dr DY Patil Sports Academy, Mumbai",4.0,4.0
D Brevis,"Maharashtra Cricket Association Stadium, Pune",46.0,46.0
D Brevis,"Narendra Modi Stadium, Ahmedabad",76.0,76.0
D Brevis,"Wankhede Stadium, Mumbai",26.25,26.25
D Ferreira,"Arun Jaitley Stadium, Delhi",1.0,1.0
D Ferreira,"Barsapara Cricket Stadium, Guwahati",7.0,7.0
D Jansen,"Wankhede Stadium, Mumbai",25.0,25.0
D Kalyankrishna,Dr DY Patil Sports Academy,-2.0,-2.0
D Kalyankrishna,"Rajiv Gandhi International Stadium, Uppal",19.0,19.0
D Pretorius,"Brabourne Stadium, Mumbai",33.0,33.0
D Pretorius,"Dr DY Patil Sports Academy, Mumbai",20.0,20.0
D Pretorius,"Maharashtra Cricket Association Stadium, Pune",32.666666666666664,32.666666666666664
D Pretorius,"Wankhede Stadium, Mumbai",2.3333333333333335,2.3333333333333335
D Salunkhe,Feroz Shah Kotla,22.0,22.0
D Salunkhe,"MA Chidambaram Stadium, Chepauk",-6.0,-6.0
D Salunkhe,"Punjab Cricket Association Stadium, Mohali",8.5,8.5
D Salunkhe,"Rajiv Gandhi International Stadium, Uppal",1.5,1.5
D Salunkhe,Sawai Mansingh Stadium,23.0,23.0
D Wiese,"Eden Gardens, Kolkata",4.0,4.0
D Wiese,Feroz Shah Kotla,91.0,91.0
D Wiese,JSCA International Stadium Complex,24.0,24.0
D Wiese,M Chinnaswamy Stadium,30.727272727272727,30.727272727272727
D Wiese,"M Chinnaswamy Stadium, Bengaluru",24.0,24.0
D Wiese,"MA Chidambaram Stadium, Chepauk",42.0,42.0
D Wiese,Maharashtra Cricket Association Stadium,58.0,58.0
D Wiese,"Punjab Cricket Association Stadium, Mohali",16.5,16.5
D Wiese,"Rajiv Gandhi International Stadium, Uppal",53.0,53.0
D Wiese,"Sardar Patel Stadium, Motera",7.0,7.0
D Wiese,Wankhede Stadium,9.0,9.0
D du Preez,New Wanderers Stadium,91.0,91.0
D du Preez,SuperSport Park,20.5,20.5
DA Warner,Arun Jaitley Stadium,10.0,10.0
DA Warner,"Arun Jaitley Stadium, Delhi",72.77777777777777,72.77777777777777
DA Warner,Barabati Stadium,105.0,105.0
DA Warner,"Barsapara Cricket Stadium, Guwahati",101.0,101.0
DA Warner,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",52.0,52.0
DA Warner,Brabourne Stadium,52.5,52.5
DA Warner,"Brabourne Stadium, Mumbai",129.66666666666666,129.66666666666666
DA Warner,Buffalo Park,27.0,27.0
DA Warner,Dr DY Patil Sports Academy,86.0,86.0
DA Warner,"Dr DY Patil Sports Academy, Mumbai",31.25,31.25
DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,70.6,70.6
DA Warner,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",65.0,65.0
DA Warner,Dubai International Cricket Stadium,50.916666666666664,50.916666666666664
DA Warner,Eden Gardens,39.714285714285715,39.714285714285715
DA Warner,Feroz Shah Kotla,44.96153846153846,44.96153846153846
DA Warner,Green Park,113.0,113.0
DA Warner,Himachal Pradesh Cricket Association Stadium,70.0,70.0
DA Warner,"Himachal Pradesh Cricket Association Stadium, Dharamsala",82.0,82.0
DA Warner,JSCA International Stadium Complex,168.0,168.0
DA Warner,Kingsmead,35.0,35.0
DA Warner,M Chinnaswamy Stadium,86.28571428571429,86.28571428571429
DA Warner,"M Chinnaswamy Stadium, Bengaluru",18.0,18.0
DA Warner,MA Chidambaram Stadium,89.0,89.0
DA Warner,"MA Chidambaram Stadium, Chepauk",31.5,31.5
DA Warner,"MA Chidambaram Stadium, Chepauk, Chennai",37.666666666666664,37.666666666666664
DA Warner,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",57.0,57.0
DA Warner,Maharashtra Cricket Association Stadium,65.0,65.0
DA Warner,"Narendra Modi Stadium, Ahmedabad",2.0,2.0
DA Warner,Nehru Stadium,3.0,3.0
DA Warner,New Wanderers Stadium,75.5,75.5
DA Warner,Punjab Cricket Association IS Bindra Stadium,108.0,108.0
DA Warner,"Punjab Cricket Association IS Bindra Stadium, Mohali",92.5,92.5
DA Warner,"Punjab Cricket Association Stadium, Mohali",112.0,112.0
DA Warner,Rajiv Gandhi International Stadium,105.57142857142857,105.57142857142857
DA Warner,"Rajiv Gandhi International Stadium, Uppal",87.04166666666667,87.04166666666667
DA Warner,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",35.0,35.0
DA Warner,"Sardar Patel Stadium, Motera",6.0,6.0
DA Warner,Saurashtra Cricket Association Stadium,118.0,118.0
DA Warner,Sawai Mansingh Stadium,51.333333333333336,51.333333333333336
DA Warner,"Sawai Mansingh Stadium, Jaipur",91.0,91.0
DA Warner,Shaheed Veer Narayan Singh International Stadium,90.25,90.25
DA Warner,Sharjah Cricket Stadium,45.166666666666664,45.166666666666664
DA Warner,Sheikh Zayed Stadium,44.833333333333336,44.833333333333336
DA Warner,Subrata Roy Sahara Stadium,7.5,7.5
DA Warner,SuperSport Park,12.5,12.5
DA Warner,Wankhede Stadium,56.0,56.0
DA Warner,"Wankhede Stadium, Mumbai",48.0,48.0
DAJ Bracewell,M Chinnaswamy Stadium,52.5,52.5
DB Das,Barabati Stadium,13.0,13.0
DB Das,Eden Gardens,31.545454545454547,31.545454545454547
DB Das,Feroz Shah Kotla,1.0,1.0
DB Das,JSCA International Stadium Complex,12.0,12.0
DB Das,"MA Chidambaram Stadium, Chepauk",19.0,19.0
DB Das,"Punjab Cricket Association Stadium, Mohali",5.0,5.0
DB Das,Sawai Mansingh Stadium,16.5,16.5
DB Das,Shaheed Veer Narayan Singh International Stadium,28.0,28.0
DB Das,Wankhede Stadium,22.5,22.5
DB Ravi Teja,De Beers Diamond Oval,11.0,11.0
DB Ravi Teja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,4.0
DB Ravi Teja,Eden Gardens,11.666666666666666,11.666666666666666
DB Ravi Teja,Feroz Shah Kotla,15.0,15.0
DB Ravi Teja,Himachal Pradesh Cricket Association Stadium,100.0,100.0
DB Ravi Teja,Kingsmead,28.0,28.0
DB Ravi Teja,Nehru Stadium,12.0,12.0
DB Ravi Teja,New Wanderers Stadium,14.0,14.0
DB Ravi Teja,Newlands,12.0,12.0
DB Ravi Teja,"Rajiv Gandhi International Stadium, Uppal",29.416666666666668,29.416666666666668
DB Ravi Teja,Sawai Mansingh Stadium,10.0,10.0
DB Ravi Teja,SuperSport Park,4.0,4.0
DE Bollinger,Dr DY Patil Sports Academy,96.0,96.0
DE Bollinger,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,56.0,56.0
DE Bollinger,Eden Gardens,5.0,5.0
DE Bollinger,Feroz Shah Kotla,3.0,3.0
DE Bollinger,Himachal Pradesh Cricket Association Stadium,9.0,9.0
DE Bollinger,M Chinnaswamy Stadium,10.0,10.0
DE Bollinger,"MA Chidambaram Stadium, Chepauk",51.4375,51.4375
DE Bollinger,Nehru Stadium,35.0,35.0
DE Bollinger,Sawai Mansingh Stadium,95.0,95.0
DE Bollinger,"Vidarbha Cricket Association Stadium, Jamtha",2.0,2.0
DE Bollinger,Wankhede Stadium,33.333333333333336,33.333333333333336
DG Nalkande,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",34.0,34.0
DG Nalkande,"Brabourne Stadium, Mumbai",48.0,48.0
DG Nalkande,"Dr DY Patil Sports Academy, Mumbai",4.0,4.0
DG Nalkande,"MA Chidambaram Stadium, Chepauk, Chennai",14.5,14.5
DG Nalkande,"Narendra Modi Stadium, Ahmedabad",14.5,14.5
DH Yagnik,Eden Gardens,36.5,36.5
DH Yagnik,Feroz Shah Kotla,0.0,0.0
DH Yagnik,JSCA International Stadium Complex,4.0,4.0
DH Yagnik,M Chinnaswamy Stadium,9.0,9.0
DH Yagnik,"MA Chidambaram Stadium, Chepauk",6.0,6.0
DH Yagnik,"Punjab Cricket Association Stadium, Mohali",14.0,14.0
DH Yagnik,Sawai Mansingh Stadium,19.428571428571427,19.428571428571427
DH Yagnik,Subrata Roy Sahara Stadium,20.0,20.0
DH Yagnik,Wankhede Stadium,14.0,14.0
DJ Bravo,Arun Jaitley Stadium,23.25,23.25
DJ Bravo,Brabourne Stadium,10.375,10.375
DJ Bravo,"Brabourne Stadium, Mumbai",13.5,13.5
DJ Bravo,Buffalo Park,34.5,34.5
DJ Bravo,Dr DY Patil Sports Academy,23.875,23.875
DJ Bravo,"Dr DY Patil Sports Academy, Mumbai",26.0,26.0
DJ Bravo,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,36.5,36.5
DJ Bravo,Dubai International Cricket Stadium,23.153846153846153,23.153846153846153
DJ Bravo,Eden Gardens,33.875,33.875
DJ Bravo,Feroz Shah Kotla,33.63636363636363,33.63636363636363
DJ Bravo,Green Park,47.5,47.5
DJ Bravo,Himachal Pradesh Cricket Association Stadium,69.5,69.5
DJ Bravo,JSCA International Stadium Complex,29.0,29.0
DJ Bravo,Kingsmead,38.333333333333336,38.333333333333336
DJ Bravo,M Chinnaswamy Stadium,20.333333333333332,20.333333333333332
DJ Bravo,M.Chinnaswamy Stadium,51.5,51.5
DJ Bravo,MA Chidambaram Stadium,22.5,22.5
DJ Bravo,"MA Chidambaram Stadium, Chepauk",34.68627450980392,34.68627450980392
DJ Bravo,Maharashtra Cricket Association Stadium,28.90909090909091,28.90909090909091
DJ Bravo,"Maharashtra Cricket Association Stadium, Pune",95.0,95.0
DJ Bravo,New Wanderers Stadium,38.0,38.0
DJ Bravo,Newlands,24.5,24.5
DJ Bravo,Punjab Cricket Association IS Bindra Stadium,9.5,9.5
DJ Bravo,"Punjab Cricket Association IS Bindra Stadium, Mohali",61.5,61.5
DJ Bravo,"Punjab Cricket Association Stadium, Mohali",41.0,41.0
DJ Bravo,Rajiv Gandhi International Stadium,25.666666666666668,25.666666666666668
DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",57.142857142857146,57.142857142857146
DJ Bravo,"Sardar Patel Stadium, Motera",65.0,65.0
DJ Bravo,Saurashtra Cricket Association Stadium,18.5,18.5
DJ Bravo,Sawai Mansingh Stadium,23.857142857142858,23.857142857142858
DJ Bravo,Shaheed Veer Narayan Singh International Stadium,14.0,14.0
DJ Bravo,Sharjah Cricket Stadium,62.0,62.0
DJ Bravo,Sheikh Zayed Stadium,65.0,65.0
DJ Bravo,St George's Park,28.8,28.8
DJ Bravo,Subrata Roy Sahara Stadium,18.0,18.0
DJ Bravo,SuperSport Park,57.75,57.75
DJ Bravo,Wankhede Stadium,44.3,44.3
DJ Bravo,"Wankhede Stadium, Mumbai",39.888888888888886,39.888888888888886
DJ Harris,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12.5,12.5
DJ Harris,M Chinnaswamy Stadium,83.0,83.0
DJ Harris,"Rajiv Gandhi International Stadium, Uppal",29.0,29.0
DJ Hussey,Brabourne Stadium,70.0,70.0
DJ Hussey,Eden Gardens,25.5,25.5
DJ Hussey,Feroz Shah Kotla,31.857142857142858,31.857142857142858
DJ Hussey,Himachal Pradesh Cricket Association Stadium,5.0,5.0
DJ Hussey,Holkar Cricket Stadium,35.0,35.0
DJ Hussey,JSCA International Stadium Complex,59.333333333333336,59.333333333333336
DJ Hussey,Kingsmead,17.0,17.0
DJ Hussey,M Chinnaswamy Stadium,34.333333333333336,34.333333333333336
DJ Hussey,"MA Chidambaram Stadium, Chepauk",10.375,10.375
DJ Hussey,New Wanderers Stadium,41.0,41.0
DJ Hussey,"Punjab Cricket Association Stadium, Mohali",34.8235294117647,34.8235294117647
DJ Hussey,"Rajiv Gandhi International Stadium, Uppal",54.25,54.25
DJ Hussey,Sawai Mansingh Stadium,35.25,35.25
DJ Hussey,Subrata Roy Sahara Stadium,18.0,18.0
DJ Hussey,SuperSport Park,26.25,26.25
DJ Hussey,Wankhede Stadium,12.857142857142858,12.857142857142858
DJ Jacobs,Feroz Shah Kotla,1.0,1.0
DJ Jacobs,M Chinnaswamy Stadium,42.0,42.0
DJ Jacobs,"Rajiv Gandhi International Stadium, Uppal",62.0,62.0
DJ Jacobs,Sawai Mansingh Stadium,21.0,21.0
DJ Jacobs,Wankhede Stadium,11.333333333333334,11.333333333333334
DJ Malan,"Narendra Modi Stadium, Ahmedabad",40.0,40.0
DJ Mitchell,"Dr DY Patil Sports Academy, Mumbai",7.5,7.5
DJ Mitchell,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",54.0,54.0
DJ Mitchell,"Himachal Pradesh Cricket Association Stadium, Dharamsala",48.0,48.0
DJ Mitchell,"M Chinnaswamy Stadium, Bengaluru",4.0,4.0
DJ Mitchell,"MA Chidambaram Stadium, Chepauk, Chennai",35.0,35.0
DJ Mitchell,"Maharashtra Cricket Association Stadium, Pune",8.5,8.5
DJ Mitchell,"Narendra Modi Stadium, Ahmedabad",56.5,56.5
DJ Mitchell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",17.0,17.0
DJ Mitchell,"Wankhede Stadium, Mumbai",21.0,21.0
DJ Muthuswami,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3.0,3.0
DJ Muthuswami,Feroz Shah Kotla,25.25,25.25
DJ Muthuswami,"MA Chidambaram Stadium, Chepauk",34.0,34.0
DJ Muthuswami,Maharashtra Cricket Association Stadium,7.0,7.0
DJ Thornely,Dr DY Patil Sports Academy,41.0,41.0
DJ Thornely,"Rajiv Gandhi International Stadium, Uppal",4.5,4.5
DJ Thornely,Wankhede Stadium,18.0,18.0
DJ Willey,"Dr DY Patil Sports Academy, Mumbai",15.333333333333334,15.333333333333334
DJ Willey,"Eden Gardens, Kolkata",49.5,49.5
DJ Willey,"M Chinnaswamy Stadium, Bengaluru",18.8,18.8
DJ Willey,Maharashtra Cricket Association Stadium,18.5,18.5
DJ Willey,"Maharashtra Cricket Association Stadium, Pune",14.0,14.0
DJ Willey,Sawai Mansingh Stadium,26.0,26.0
DJ Willey,"Wankhede Stadium, Mumbai",15.5,15.5
DJG Sammy,Dubai International Cricket Stadium,24.333333333333332,24.333333333333332
DJG Sammy,Eden Gardens,21.0,21.0
DJG Sammy,Feroz Shah Kotla,54.0,54.0
DJG Sammy,JSCA International Stadium Complex,-2.5,-2.5
DJG Sammy,M Chinnaswamy Stadium,4.5,4.5
DJG Sammy,"MA Chidambaram Stadium, Chepauk",17.5,17.5
DJG Sammy,"Punjab Cricket Association Stadium, Mohali",88.5,88.5
DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",17.0,17.0
DJG Sammy,Sawai Mansingh Stadium,59.0,59.0
DJG Sammy,Sharjah Cricket Stadium,28.333333333333332,28.333333333333332
DJG Sammy,Sheikh Zayed Stadium,4.5,4.5
DJG Sammy,Wankhede Stadium,3.0,3.0
DJM Short,Arun Jaitley Stadium,80.0,80.0
DJM Short,Holkar Cricket Stadium,2.0,2.0
DJM Short,M.Chinnaswamy Stadium,20.5,20.5
DJM Short,Rajiv Gandhi International Stadium,8.0,8.0
DJM Short,Sawai Mansingh Stadium,42.0,42.0
DJM Short,Wankhede Stadium,8.0,8.0
DL Vettori,Eden Gardens,30.4,30.4
DL Vettori,Feroz Shah Kotla,28.625,28.625
DL Vettori,Kingsmead,87.0,87.0
DL Vettori,M Chinnaswamy Stadium,33.07692307692308,33.07692307692308
DL Vettori,"MA Chidambaram Stadium, Chepauk",17.571428571428573,17.571428571428573
DL Vettori,Nehru Stadium,42.0,42.0
DL Vettori,New Wanderers Stadium,4.5,4.5
DL Vettori,Newlands,152.0,152.0
DL Vettori,OUTsurance Oval,8.5,8.5
DL Vettori,"Punjab Cricket Association Stadium, Mohali",5.0,5.0
DL Vettori,"Rajiv Gandhi International Stadium, Uppal",5.0,5.0
DL Vettori,Sawai Mansingh Stadium,13.0,13.0
DL Vettori,St George's Park,32.0,32.0
DL Vettori,SuperSport Park,23.666666666666668,23.666666666666668
DL Vettori,Wankhede Stadium,0.0,0.0
DM Bravo,Maharashtra Cricket Association Stadium,10.0,10.0
DNT Zoysa,Dr DY Patil Sports Academy,36.0,36.0
DNT Zoysa,"Rajiv Gandhi International Stadium, Uppal",11.75,11.75
DP Nannes,Barabati Stadium,17.0,17.0
DP Nannes,Buffalo Park,91.0,91.0
DP Nannes,Feroz Shah Kotla,32.4,32.4
DP Nannes,Kingsmead,30.666666666666668,30.666666666666668
DP Nannes,M Chinnaswamy Stadium,33.5,33.5
DP Nannes,"MA Chidambaram Stadium, Chepauk",23.4,23.4
DP Nannes,Nehru Stadium,28.0,28.0
DP Nannes,New Wanderers Stadium,96.5,96.5
DP Nannes,Newlands,7.0,7.0
DP Nannes,OUTsurance Oval,35.0,35.0
